msoa11cd,age_total,age0to4pc,age5to14pc,age16to24pc,age25to44pc,age45to64pc,age75pluspc,nssec_total,1_higher_managerial,2_lower_managerial,3_intermediate_occupations,4_employers_small_org,5_lower_supervisory,6_semi_routine,7_routine,8_unemployed,avg_dwn_speed,avb_superfast,no_decent_bband,bband_speed_under2mbs,bband_speed_under10mbs,bband_speed_over30mbs
E02000001,7375,0.032,0.038779661,0.096135593,0.406915254,0.272542373,0.060745763,5816,0.384628611,0.339064649,0.078060523,0.064649243,0.025962861,0.044016506,0.026650619,0.036966988,24.4,0.544,0.002,0.013,0.249,0.203
E02000002,6775,0.092693727,0.121623616,0.113210332,0.280147601,0.185682657,0.09800738,3926,0.056800815,0.171166582,0.143148242,0.114620479,0.06444218,0.205298013,0.130157922,0.114365767,77.7,0.989,0.01,0.02,0.159,0.798
E02000003,10045,0.082926829,0.101543056,0.117969139,0.306022897,0.224888004,0.064609258,6483,0.081752275,0.207619929,0.182477248,0.110596946,0.070646306,0.155020824,0.096560234,0.095326238,74.3,0.99,0.002,0.008,0.164,0.784
E02000004,6182,0.059042381,0.102394047,0.138790036,0.254448399,0.2495956,0.088644452,4041,0.067804999,0.206384558,0.190794358,0.105419451,0.083642663,0.150705271,0.121504578,0.073744123,81.1,0.992,0.008,0.026,0.162,0.799
E02000005,8562,0.092968932,0.119364634,0.11948143,0.299462742,0.213618313,0.050105116,5368,0.049366617,0.166356185,0.156482861,0.104135618,0.087369598,0.192436662,0.144560358,0.099292101,70.7,0.97,0.03,0.021,0.223,0.737
E02000007,8791,0.103401206,0.125355477,0.128540553,0.284609259,0.19747469,0.068820384,5158,0.056417216,0.162659946,0.136099263,0.094028693,0.079682047,0.183210547,0.156455991,0.131446297,75.3,0.988,0.012,0.006,0.177,0.734
E02000008,11569,0.102169591,0.111591322,0.118938543,0.299507304,0.207796698,0.062321722,7152,0.041946309,0.158417226,0.154642058,0.100251678,0.079697987,0.189457494,0.154502237,0.121085011,72.9,0.995,0.005,0.004,0.153,0.736
E02000009,8395,0.097319833,0.107206671,0.131268612,0.321262656,0.207623585,0.04597975,5279,0.05190377,0.168592536,0.136389468,0.112521311,0.078613374,0.193786702,0.133169161,0.125023679,68.9,1,0,0.008,0.189,0.734
E02000010,8615,0.105629716,0.122228671,0.121532211,0.301450958,0.202901915,0.052002322,5243,0.045012397,0.167842838,0.147243944,0.104329582,0.08048827,0.185390044,0.148960519,0.120732405,73.5,0.999,0,0.002,0.039,0.709
E02000011,6187,0.08323905,0.100856635,0.129788266,0.268304509,0.241958946,0.069177307,3904,0.056096311,0.18545082,0.176229508,0.12295082,0.083504098,0.161372951,0.129098361,0.085297131,75.5,0.995,0.001,0.007,0.113,0.714
E02000012,9888,0.078580097,0.110436893,0.141788026,0.292779126,0.213996764,0.062601133,6056,0.090488771,0.207562748,0.163639366,0.128632761,0.059775429,0.139365918,0.087681638,0.122853369,76.8,0.999,0,0.004,0.132,0.803
E02000013,8402,0.105808141,0.126874554,0.110806951,0.302785051,0.202332778,0.052368484,5044,0.043616178,0.15999207,0.150872324,0.102299762,0.083663759,0.189333862,0.156225218,0.113996828,73.6,1,0,0.008,0.201,0.725
E02000014,9402,0.098170602,0.120931717,0.119229951,0.29259732,0.216975112,0.056264625,5826,0.041709578,0.149330587,0.135942327,0.099725369,0.083247511,0.199107449,0.170614487,0.120322691,73.5,1,0,0.003,0.04,0.718
E02000015,7563,0.102737009,0.115562607,0.132222663,0.309401031,0.196747322,0.052095729,4637,0.043993962,0.154625836,0.134138452,0.097476817,0.084106103,0.189777874,0.152037956,0.143843002,64.3,0.999,0.001,0.002,0.115,0.701
E02000016,7676,0.124413757,0.106826472,0.143694633,0.440463783,0.117378843,0.010552371,4563,0.098838483,0.195047118,0.100372562,0.10190664,0.064212141,0.153188692,0.108700416,0.177733947,53.4,0.939,0,0.003,0.044,0.569
E02000017,8498,0.08602024,0.098376088,0.14179807,0.366086138,0.186985173,0.040597788,5306,0.085375047,0.186581229,0.123256691,0.119110441,0.061628345,0.155672823,0.105917829,0.162457595,74.5,1,0,0.002,0.045,0.744
E02000018,8890,0.111586052,0.124634421,0.126096738,0.311698538,0.190438695,0.046231721,5356,0.046863331,0.15832711,0.136295743,0.103061987,0.090552651,0.190627334,0.143950709,0.130321135,71.5,0.999,0,0.014,0.192,0.752
E02000019,8276,0.106814886,0.118293862,0.116118898,0.322136298,0.198646689,0.048090865,5029,0.050507059,0.174587393,0.14714655,0.101610658,0.075959435,0.183734341,0.158878505,0.107576059,73.3,0.964,0.013,0.011,0.161,0.726
E02000020,9276,0.101552393,0.118585597,0.116645106,0.328374299,0.185101337,0.058861578,5473,0.058834277,0.17357939,0.1363055,0.109080943,0.07454778,0.16718436,0.134478348,0.145989403,77.7,0.995,0.005,0.008,0.126,0.762
E02000021,7904,0.102353239,0.116523279,0.119559717,0.29617915,0.218623482,0.054529352,4783,0.047877901,0.178549028,0.143633703,0.113945223,0.08028434,0.182939578,0.13798871,0.114781518,72.5,0.994,0.004,0.005,0.145,0.736
E02000022,8777,0.142303748,0.144468497,0.112225134,0.37621055,0.13410049,0.019140937,4889,0.052771528,0.141951319,0.113929229,0.09899775,0.064430354,0.164041726,0.147473921,0.216404173,61.5,0.993,0.002,0.002,0.044,0.687
E02000023,6482,0.134989201,0.131595187,0.124190065,0.344646714,0.15689602,0.033631595,3668,0.04825518,0.153762268,0.130043621,0.095147219,0.075245365,0.190567067,0.138495093,0.168484188,68.8,0.997,0.003,0.012,0.16,0.811
E02000024,10156,0.06213076,0.094623868,0.095017724,0.263095707,0.284068531,0.088814494,6695,0.195070948,0.323674384,0.145332338,0.12845407,0.044809559,0.076773712,0.041523525,0.044361464,46.7,0.96,0.024,0.013,0.233,0.691
E02000025,7956,0.064605329,0.081573655,0.10231272,0.31271996,0.261814982,0.073529412,5457,0.166575041,0.29265164,0.150632216,0.113798791,0.048927982,0.102986989,0.063038299,0.061389042,50.7,0.982,0.001,0.003,0.061,0.651
E02000026,6313,0.066212577,0.096309203,0.09662601,0.27546333,0.268968795,0.073815935,4174,0.175371346,0.274077623,0.170340201,0.145424054,0.041207475,0.080737901,0.05630091,0.056540489,42.8,0.995,0.002,0.005,0.153,0.688
E02000027,9598,0.065013544,0.113773703,0.121587831,0.268076683,0.24390498,0.064388414,6107,0.106926478,0.231373833,0.147371868,0.112985099,0.058621254,0.147208122,0.096446701,0.099066645,41,0.997,0.001,0.011,0.246,0.649
E02000028,6166,0.067791113,0.089685371,0.103795005,0.301816413,0.250891988,0.075251379,4153,0.184685769,0.295689863,0.158439682,0.123525163,0.045027691,0.084276427,0.052010595,0.056344811,48.3,0.942,0,0.004,0.075,0.639
E02000029,8517,0.07831396,0.102618293,0.102266056,0.311377246,0.249148761,0.055770811,5681,0.142052456,0.27583172,0.161239218,0.124801971,0.051399402,0.112128146,0.066889632,0.065657455,37.3,0.97,0,0.007,0.162,0.541
E02000030,9130,0.051259584,0.107995619,0.106243154,0.219715225,0.286856517,0.094194962,5865,0.189258312,0.283546462,0.135549872,0.152600171,0.036146633,0.092242114,0.052344416,0.05831202,45.2,0.912,0.004,0.026,0.185,0.676
E02000031,7294,0.064710721,0.088154648,0.095420894,0.289004661,0.241431313,0.107622704,4691,0.206778938,0.2929013,0.142187167,0.129823065,0.037092304,0.082711575,0.047324664,0.061180985,56.1,0.953,0.017,0.005,0.14,0.701
E02000032,7857,0.059055619,0.102710958,0.106020109,0.253786432,0.27771414,0.070128548,5144,0.171461897,0.275272162,0.157465008,0.158242613,0.041796267,0.087869362,0.055209953,0.052682737,57,0.982,0,0.009,0.17,0.712
E02000033,8537,0.068525243,0.100972238,0.104954902,0.311116317,0.244699543,0.067588146,5620,0.119217082,0.247864769,0.164234875,0.139501779,0.054982206,0.110142349,0.072953737,0.091103203,49.9,0.998,0,0.006,0.156,0.656
E02000034,8508,0.070756935,0.09203103,0.105077574,0.305594734,0.244240715,0.071109544,5636,0.156671398,0.284244145,0.14389638,0.140702626,0.048438609,0.104684173,0.056245564,0.065117104,57.8,0.999,0,0.004,0.142,0.69
E02000035,7965,0.068047709,0.074074074,0.086126805,0.357815443,0.219334589,0.088512241,5344,0.203031437,0.287799401,0.13117515,0.119573353,0.039670659,0.092814371,0.049775449,0.07616018,62.4,0.913,0,0.003,0.059,0.665
E02000036,10743,0.082006888,0.108070371,0.11356232,0.292748767,0.23075491,0.065996463,6811,0.150491851,0.248862135,0.147114961,0.149757745,0.046689179,0.107620026,0.062105418,0.087358684,59.3,0.963,0.007,0.004,0.092,0.66
E02000037,9741,0.077199466,0.123806591,0.112308798,0.251000924,0.247202546,0.067652192,5971,0.183218891,0.261095294,0.149723664,0.144531904,0.029978228,0.092446826,0.056439457,0.082565734,63.4,0.969,0,0.004,0.066,0.676
E02000038,10514,0.064105003,0.094160167,0.116796652,0.332699258,0.235780864,0.059824995,7063,0.153051111,0.292793431,0.126433527,0.150077871,0.041908537,0.09287838,0.066260796,0.076596347,64.3,0.999,0,0.003,0.11,0.743
E02000039,6675,0.069363296,0.109213483,0.098576779,0.285093633,0.258576779,0.062322097,4310,0.213689095,0.302088167,0.116705336,0.157076566,0.033178654,0.0774942,0.044083527,0.055684455,42.7,0.884,0.004,0.004,0.081,0.608
E02000040,7197,0.072808114,0.115742671,0.114353203,0.283173545,0.224676949,0.073780742,4366,0.161016949,0.260192396,0.11704077,0.159413651,0.042372881,0.106733852,0.056115437,0.097114063,40.9,0.943,0.002,0.006,0.205,0.613
E02000041,8811,0.077630235,0.100442629,0.122914539,0.294745205,0.224832596,0.073657928,5530,0.143218807,0.231283906,0.136347197,0.161663653,0.046292948,0.117359855,0.078300181,0.085533454,66.9,0.966,0.001,0.003,0.067,0.649
E02000042,10639,0.067017577,0.076886925,0.099069461,0.379264969,0.209794154,0.074255099,7258,0.173601543,0.279415817,0.123725544,0.132818958,0.047258198,0.097960871,0.064067236,0.081151832,63.9,0.984,0.002,0.001,0.041,0.704
E02000043,7696,0.079132017,0.107718295,0.084069647,0.31964657,0.238695426,0.072115385,4958,0.254336426,0.309197257,0.134731747,0.122831787,0.029043969,0.061315046,0.032674466,0.055869302,85.2,1,0,0.004,0.067,0.804
E02000044,8071,0.08065915,0.120307273,0.123033081,0.309874861,0.22896791,0.043489035,5105,0.103428012,0.214887365,0.135161606,0.130656219,0.05367287,0.148677767,0.102056807,0.111459354,63.9,0.982,0,0.003,0.093,0.689
E02000045,10237,0.075803458,0.099052457,0.110774641,0.365927518,0.221646967,0.039464687,6943,0.128906813,0.262998704,0.127466513,0.142013539,0.053291085,0.117816506,0.079936627,0.087570215,45.5,0.974,0,0.007,0.229,0.669
E02000046,7063,0.067818208,0.070933031,0.096701119,0.430695172,0.189013167,0.061022229,4930,0.206288032,0.301014199,0.131440162,0.129614604,0.034482759,0.078296146,0.055172414,0.063691684,67.5,0.994,0.005,0.003,0.04,0.705
E02000047,11373,0.086608634,0.106744043,0.120988306,0.338696914,0.200914446,0.053020311,7084,0.070722756,0.183229814,0.12365895,0.14229249,0.068887634,0.165160926,0.11038961,0.13565782,61.4,0.995,0,0.004,0.154,0.702
E02000048,9817,0.079555872,0.100743608,0.096057859,0.326067027,0.224202913,0.065498625,6341,0.212111654,0.290490459,0.12553225,0.145087526,0.03374862,0.084056143,0.042580035,0.066393313,56.3,0.981,0.002,0.005,0.15,0.675
E02000049,8503,0.098200635,0.141244267,0.131718217,0.320239915,0.187228037,0.024814771,4965,0.060020141,0.165760322,0.118630413,0.126485398,0.068882175,0.170191339,0.124269889,0.165760322,48.7,0.996,0.002,0.005,0.216,0.74
E02000050,10064,0.073131955,0.097277424,0.114467409,0.345091415,0.215620032,0.05077504,6697,0.15902643,0.276243094,0.116320741,0.125279976,0.048977154,0.120501717,0.075257578,0.07839331,50.8,0.903,0,0.004,0.186,0.583
E02000051,8647,0.058633052,0.084769284,0.105007517,0.322423962,0.217647739,0.092980224,5501,0.220323578,0.292855844,0.107071442,0.149972732,0.028176695,0.08362116,0.042355935,0.075622614,61.8,0.939,0,0.004,0.064,0.651
E02000052,9698,0.071767375,0.07496391,0.100742421,0.410600124,0.198494535,0.053103733,6858,0.207203266,0.346602508,0.119422572,0.105132692,0.039661709,0.074657334,0.050889472,0.056430446,53.4,0.994,0,0.004,0.165,0.747
E02000053,8697,0.077038059,0.076463148,0.175692768,0.38438542,0.18109693,0.035529493,5510,0.122323049,0.209437387,0.118511797,0.160072595,0.064246824,0.131034483,0.08584392,0.108529946,51.3,0.993,0,0.003,0.201,0.636
E02000054,7206,0.069941715,0.078823203,0.136275326,0.363308354,0.213572023,0.049403275,4715,0.172852598,0.246659597,0.120678685,0.173700954,0.041145281,0.095227996,0.060869565,0.088865323,66.1,0.995,0.001,0.003,0.097,0.734
E02000055,11130,0.071698113,0.07771788,0.168014376,0.346091644,0.174303684,0.076100629,6657,0.163436984,0.257022683,0.110410095,0.163136548,0.042361424,0.109208352,0.07706174,0.077362175,67.7,0.97,0.003,0.005,0.094,0.742
E02000056,9212,0.072622666,0.1056231,0.086734694,0.290924881,0.236864959,0.089231437,5783,0.28307107,0.320076085,0.103060695,0.125886218,0.019885872,0.057928411,0.03838838,0.051703268,54.5,0.993,0.001,0.008,0.146,0.766
E02000057,7484,0.103153394,0.110636024,0.124398717,0.344200962,0.162079102,0.06293426,4388,0.178669098,0.255013674,0.130811304,0.167274385,0.03372835,0.093208751,0.054466727,0.086827712,66,0.978,0,0.006,0.107,0.72
E02000058,10220,0.083953033,0.101761252,0.092661448,0.326027397,0.205479452,0.077690802,6519,0.228716061,0.320141126,0.109526001,0.139591962,0.029759166,0.069949379,0.03973002,0.062586286,57.8,0.99,0,0.005,0.093,0.681
E02000059,10459,0.077062817,0.084329286,0.128119323,0.362271728,0.208050483,0.051630175,6854,0.094543332,0.186168661,0.129267581,0.145170703,0.066822294,0.155091917,0.113364459,0.109571053,56.2,0.953,0.017,0.003,0.069,0.636
E02000060,10920,0.101556777,0.140018315,0.112454212,0.316941392,0.155128205,0.075915751,6066,0.169634026,0.267721728,0.133696011,0.156445763,0.038575668,0.084899439,0.048631718,0.100395648,63.2,0.999,0,0.003,0.064,0.685
E02000061,8013,0.060651441,0.076001498,0.115063023,0.374017222,0.198552352,0.081991763,5245,0.253384175,0.299714013,0.110009533,0.133841754,0.03336511,0.064823642,0.041182078,0.063679695,67,0.976,0.002,0.003,0.043,0.694
E02000062,6340,0.074605678,0.102050473,0.140378549,0.35,0.199842271,0.047318612,4050,0.092098765,0.201481481,0.111604938,0.155802469,0.061728395,0.146419753,0.110123457,0.120740741,47.1,0.914,0.05,0.004,0.142,0.624
E02000063,6971,0.071008464,0.106871324,0.114330799,0.358341701,0.202409984,0.056806771,4488,0.124331551,0.227941176,0.11697861,0.161319073,0.053253119,0.104500891,0.091354724,0.120320856,44.8,0.999,0.001,0.005,0.1,0.662
E02000064,6248,0.071702945,0.089308579,0.123879641,0.367477593,0.189180538,0.061459667,4000,0.1455,0.23975,0.106,0.1325,0.0475,0.11875,0.09825,0.11175,60.4,0.998,0.002,0.003,0.058,0.747
E02000065,7666,0.112575007,0.127315419,0.132141925,0.324680407,0.20336551,0.017349335,4552,0.085237258,0.21155536,0.139499121,0.100395431,0.07271529,0.169815466,0.108963093,0.111818981,51.4,0.965,0.034,0.048,0.294,0.634
E02000066,9641,0.082149155,0.121667877,0.128098745,0.290737475,0.236489991,0.041904367,6026,0.054596747,0.17142383,0.153667441,0.085131099,0.077663458,0.198473282,0.137072685,0.121971457,57.9,0.997,0.003,0.004,0.097,0.662
E02000067,8750,0.085485714,0.112685714,0.120228571,0.315657143,0.221028571,0.050057143,5633,0.071897745,0.210545003,0.161903071,0.108112906,0.076335878,0.157464939,0.126042961,0.087697497,60.9,0.932,0.039,0.011,0.16,0.607
E02000068,7388,0.104493774,0.107742285,0.12046562,0.334461289,0.201543043,0.043178127,4712,0.068336163,0.197580645,0.172750424,0.090831919,0.071943973,0.175933786,0.129881154,0.092741935,57.3,0.914,0.045,0.006,0.154,0.559
E02000069,6194,0.066515983,0.098805295,0.116080077,0.261704876,0.248304811,0.082822086,4051,0.082942483,0.20661565,0.18686744,0.106640336,0.073315231,0.15304863,0.122685757,0.067884473,72.2,0.969,0.017,0.005,0.051,0.663
E02000070,7875,0.056,0.093333333,0.114031746,0.235174603,0.281269841,0.09168254,5280,0.089583333,0.219886364,0.209090909,0.114393939,0.085416667,0.146780303,0.097727273,0.037121212,74.7,0.998,0,0.003,0.108,0.712
E02000071,7300,0.064794521,0.107808219,0.132191781,0.259726027,0.260684932,0.062739726,4856,0.075370675,0.204901153,0.206342669,0.106466227,0.0842257,0.153830313,0.108731466,0.060131796,73.2,0.997,0.001,0.008,0.142,0.717
E02000072,11734,0.103715698,0.130901653,0.129452872,0.309442645,0.18757457,0.043804329,7129,0.053163136,0.162575396,0.150652265,0.077851031,0.085425726,0.195258802,0.158647777,0.116425866,56.9,0.937,0.02,0.003,0.118,0.564
E02000073,10724,0.055856024,0.109847072,0.10844834,0.241980604,0.268370011,0.082991421,7013,0.10166833,0.230144018,0.22900328,0.113218309,0.071581349,0.135747897,0.082988735,0.035648082,80.5,1,0,0.005,0.151,0.737
E02000074,7655,0.070019595,0.105029393,0.120444154,0.268060091,0.240365774,0.079163945,4959,0.058681186,0.176648518,0.167574108,0.08953418,0.085097802,0.192377495,0.155474894,0.074611817,61.9,0.998,0,0.006,0.138,0.651
E02000075,7948,0.047433317,0.085681933,0.107825868,0.223829894,0.294162053,0.105309512,5377,0.109540636,0.230239911,0.23377348,0.114376046,0.077738516,0.125906639,0.077180584,0.031244188,77.5,0.999,0.001,0.007,0.142,0.693
E02000077,7823,0.061485364,0.108781797,0.11709063,0.257829477,0.261280839,0.074268184,5145,0.084159378,0.210495627,0.211078717,0.110009718,0.08260447,0.157628766,0.101068999,0.042954325,74,0.997,0.002,0.015,0.145,0.769
E02000078,7665,0.054924984,0.10084801,0.104240052,0.265231572,0.278799739,0.067971298,5322,0.093385945,0.238444194,0.232243517,0.096956032,0.085869974,0.137542277,0.088124765,0.027433296,81.4,0.997,0,0.013,0.188,0.746
E02000079,7865,0.060902734,0.091163382,0.106420852,0.271710108,0.244119517,0.108582327,5182,0.124083365,0.251061366,0.213238132,0.118873022,0.070243149,0.118487071,0.067348514,0.03666538,68.9,0.964,0.001,0.002,0.049,0.551
E02000080,9430,0.055779427,0.093955461,0.125132556,0.250901379,0.266383881,0.086426299,6261,0.09103977,0.215780227,0.218814886,0.110844913,0.083373263,0.148219134,0.086407922,0.045519885,71.9,0.991,0.008,0.006,0.192,0.706
E02000081,7513,0.055769999,0.094369759,0.110075868,0.239984028,0.266737655,0.102355916,4968,0.096417069,0.226247987,0.210547504,0.101247987,0.07910628,0.150563607,0.090982287,0.044887279,70.9,0.973,0.017,0.007,0.203,0.596
E02000082,8876,0.054529067,0.097679135,0.119197837,0.255182515,0.277377197,0.078526363,5977,0.090011712,0.229044671,0.224025431,0.125982935,0.080475155,0.135184875,0.082482851,0.032792371,44.9,0.935,0.001,0.01,0.206,0.699
E02000083,9771,0.066318698,0.114829598,0.112475693,0.28277556,0.241121687,0.067444479,6412,0.08312539,0.220835933,0.188708671,0.101996257,0.08827199,0.153462258,0.108702433,0.054897068,70.5,0.98,0.017,0.01,0.239,0.697
E02000084,10641,0.054318203,0.089747204,0.113523165,0.243398177,0.284559722,0.085800207,7248,0.110789183,0.258554084,0.215231788,0.136865342,0.068156733,0.110237307,0.065949227,0.034216336,77.4,0.977,0,0.004,0.076,0.635
E02000085,7893,0.06195363,0.09907513,0.126947929,0.260483973,0.25313569,0.075256556,5249,0.087254715,0.217755763,0.227852924,0.13221566,0.083253953,0.136216422,0.080967803,0.034482759,72.7,0.992,0.008,0.008,0.228,0.692
E02000086,7328,0.053220524,0.099072052,0.122816594,0.244677948,0.284661572,0.069050218,4972,0.106999195,0.251810137,0.227272727,0.120072405,0.07079646,0.122083669,0.071802092,0.029163315,41.7,0.96,0.003,0.017,0.223,0.646
E02000087,7579,0.050006597,0.091832696,0.096582663,0.23446365,0.271012007,0.115054757,4979,0.160875678,0.285800362,0.212291625,0.122313718,0.052621008,0.093994778,0.046595702,0.02550713,70.2,0.956,0.001,0.008,0.138,0.552
E02000088,7737,0.055447848,0.093059325,0.116970402,0.240403257,0.272198527,0.083624144,5228,0.10386381,0.246748279,0.232019893,0.124904361,0.069051262,0.126052028,0.071537873,0.025822494,69.4,0.974,0,0.004,0.217,0.664
E02000089,7783,0.054734678,0.099704484,0.111396634,0.225362971,0.275600668,0.100860851,5081,0.112969888,0.262546743,0.226333399,0.122023224,0.070852194,0.114741193,0.062192482,0.028340878,57.5,1,0,0.006,0.174,0.708
E02000090,8726,0.055122622,0.070249828,0.122163649,0.280082512,0.232294293,0.127549851,5666,0.133956936,0.283445111,0.217437346,0.098305683,0.059477586,0.10960113,0.060360042,0.037416167,62.7,0.999,0,0.001,0.042,0.681
E02000091,9682,0.046478,0.085312952,0.127659574,0.235281967,0.25418302,0.127246437,6165,0.138361719,0.273803731,0.19918897,0.113057583,0.058556367,0.119545823,0.061800487,0.03568532,67.6,0.962,0.001,0.003,0.07,0.667
E02000092,6426,0.076719577,0.106598195,0.107531902,0.268129474,0.239028945,0.084033613,4114,0.077053962,0.213174526,0.179873602,0.113028683,0.071220224,0.158483228,0.1137579,0.073407876,67.3,0.946,0.023,0.019,0.186,0.699
E02000093,10883,0.064228613,0.096572636,0.1157769,0.328953414,0.22999173,0.058164109,7253,0.107265959,0.19798704,0.146008548,0.16751689,0.050324004,0.133186268,0.092789191,0.104922101,74.5,0.982,0.007,0.009,0.133,0.781
E02000094,8746,0.072375943,0.103475875,0.127715527,0.321518408,0.222730391,0.049737023,5599,0.092873727,0.184675835,0.128058582,0.189140918,0.061618146,0.130916235,0.090373281,0.122343276,74.9,0.978,0.004,0.004,0.118,0.766
E02000095,9921,0.06088096,0.08476968,0.132647919,0.308335853,0.23505695,0.073077311,6377,0.119021483,0.189273953,0.143484397,0.158852125,0.054100674,0.129057551,0.083895249,0.122314568,71.4,0.961,0,0.005,0.069,0.72
E02000096,7598,0.052513819,0.087259805,0.118715451,0.28507502,0.256646486,0.078441695,5093,0.214804634,0.239937169,0.160808953,0.141174161,0.034949931,0.093461614,0.042803848,0.07205969,82.2,0.999,0.001,0.003,0.054,0.78
E02000097,8958,0.066421076,0.097901317,0.125362804,0.309220808,0.233645903,0.061397633,5678,0.088587531,0.18052131,0.136139486,0.1794646,0.064635435,0.136843959,0.102148644,0.111659035,74.9,0.998,0.002,0.005,0.155,0.763
E02000098,7944,0.06143001,0.09378147,0.129405841,0.309415911,0.231621349,0.064199396,5167,0.144184246,0.211147668,0.127540159,0.166247339,0.04393265,0.114379717,0.070640604,0.121927618,77,0.993,0.003,0.002,0.043,0.722
E02000099,8707,0.082002986,0.102561158,0.127943034,0.355690823,0.191110601,0.049730102,5525,0.127058824,0.213936652,0.134841629,0.157466063,0.050135747,0.123076923,0.077285068,0.116199095,79,0.981,0.015,0.002,0.046,0.735
E02000100,8388,0.043395327,0.07832618,0.177873152,0.293514545,0.239151168,0.058297568,5356,0.174197162,0.292755788,0.149178491,0.136295743,0.037528006,0.092419716,0.048917102,0.068707991,81.3,0.987,0.012,0.012,0.141,0.768
E02000101,9332,0.080261466,0.098906987,0.123017574,0.333583369,0.205957994,0.05957994,5830,0.113036021,0.185248714,0.124871355,0.139622642,0.055746141,0.13464837,0.094682676,0.152144082,62.3,0.997,0.002,0.008,0.192,0.72
E02000102,7787,0.085398741,0.126107615,0.123025555,0.317837421,0.202003339,0.042121485,4750,0.056421053,0.149052632,0.116,0.165473684,0.068421053,0.150105263,0.138736842,0.155789474,55.4,0.968,0.03,0.019,0.186,0.778
E02000103,8723,0.080247621,0.111085636,0.127822997,0.303794566,0.215292904,0.053421988,5378,0.084975827,0.175343994,0.117701748,0.161212347,0.060059502,0.142804016,0.112867237,0.145035329,39,0.936,0.026,0.01,0.189,0.571
E02000104,6767,0.058519285,0.087778927,0.123836264,0.318900547,0.224176149,0.078912369,4339,0.122608896,0.193592994,0.135515096,0.15326112,0.054159945,0.131366674,0.088499654,0.120995621,71.4,0.996,0.003,0.004,0.063,0.665
E02000105,9202,0.078895892,0.096826777,0.119539231,0.3756792,0.199195827,0.041730059,5909,0.104078524,0.193264512,0.128278897,0.132509731,0.053646979,0.161279404,0.09832459,0.128617363,68,0.992,0.007,0.009,0.164,0.716
E02000106,10217,0.086424586,0.106489185,0.131936968,0.348830381,0.202016247,0.040227073,6513,0.071088592,0.157070474,0.106556119,0.177491172,0.067557193,0.139259942,0.131429449,0.14954706,52.4,0.978,0.004,0.023,0.183,0.738
E02000107,10692,0.069304153,0.074635241,0.128320239,0.424616536,0.195005612,0.035072952,7373,0.120032551,0.240743252,0.109046521,0.138749491,0.065644921,0.120032551,0.104706361,0.101044351,48.6,0.908,0.004,0.003,0.041,0.584
E02000108,6584,0.069106926,0.10328068,0.116646416,0.35100243,0.209902795,0.051336574,4281,0.08245737,0.200420463,0.130576968,0.11586078,0.067741182,0.160943705,0.121233357,0.120766176,79.9,0.994,0.001,0.015,0.141,0.817
E02000109,9864,0.070356853,0.087287105,0.135239254,0.371451744,0.193734793,0.047343877,6512,0.11455774,0.189342752,0.121928747,0.117321867,0.06541769,0.150030713,0.127149877,0.114250614,40.5,0.879,0.052,0.008,0.211,0.507
E02000110,8087,0.057994312,0.075058736,0.138617534,0.381723754,0.220106344,0.040558922,5690,0.123022847,0.279261863,0.120738137,0.135676626,0.05659051,0.10456942,0.086818981,0.093321617,46,0.993,0.007,0.004,0.172,0.701
E02000111,9782,0.071355551,0.088223267,0.124003271,0.36148027,0.22224494,0.04978532,6362,0.083307136,0.165199623,0.117730273,0.100597296,0.07246149,0.206538824,0.123231688,0.130933669,69.9,0.993,0.005,0.003,0.065,0.707
E02000112,9432,0.060538592,0.08057676,0.142917727,0.354961832,0.220843936,0.049300254,6187,0.07693551,0.15791175,0.117342816,0.117342816,0.068207532,0.189591078,0.153709391,0.118959108,37.2,0.84,0.006,0.006,0.147,0.404
E02000113,9655,0.090212325,0.140445365,0.148420508,0.27550492,0.20569653,0.035422061,5551,0.039632499,0.134210052,0.123761484,0.091154747,0.068816429,0.192758062,0.145739506,0.20392722,55.2,0.984,0.009,0.019,0.219,0.724
E02000114,9010,0.065926748,0.075249723,0.131631521,0.447280799,0.172142064,0.034739179,6288,0.112913486,0.254770992,0.109732824,0.122296438,0.072996183,0.116094148,0.114821883,0.096374046,68.2,0.968,0.011,0.001,0.03,0.711
E02000115,8340,0.059232614,0.055635492,0.114388489,0.456834532,0.19088729,0.048920863,6105,0.197542998,0.311547912,0.106470106,0.100573301,0.043407043,0.086158886,0.069123669,0.085176085,65.5,1,0,0.003,0.092,0.74
E02000116,8153,0.080951797,0.105605299,0.120814424,0.39739973,0.185943824,0.032012756,5326,0.064776568,0.175741645,0.099511829,0.149267743,0.073976718,0.153210665,0.148328952,0.135185881,63.6,0.997,0.003,0.004,0.046,0.705
E02000117,12013,0.09556314,0.120536086,0.130525264,0.312245068,0.205777075,0.040289686,7317,0.04168375,0.152384857,0.112341123,0.123274566,0.068607353,0.169331693,0.154434878,0.177941779,44.6,0.976,0.006,0.007,0.201,0.623
E02000118,9425,0.066949602,0.096445623,0.136339523,0.336976127,0.233421751,0.039045093,6144,0.056640625,0.137532552,0.116210938,0.111002604,0.074544271,0.193684896,0.174967448,0.135416667,69.6,0.973,0.005,0.009,0.129,0.699
E02000119,7248,0.086506623,0.144591611,0.138934879,0.289321192,0.205298013,0.03504415,4212,0.051994302,0.165479582,0.117758784,0.088793922,0.076448243,0.169753086,0.137226971,0.192545109,35.3,0.932,0.055,0.026,0.269,0.551
