msoa11cd,age_total,age0to4pc,age5to14pc,age16to24pc,age25to44pc,age45to64pc,age75pluspc,nssec_total,1_higher_managerial,2_lower_managerial,3_intermediate_occupations,4_employers_small_org,5_lower_supervisory,6_semi_routine,7_routine,8_unemployed,avg_dwn_speed,avb_superfast,no_decent_bband,bband_speed_under2mbs,bband_speed_under10mbs,bband_speed_over30mbs
E02004552,6455,0.0580945,0.093570875,0.103175833,0.265220759,0.303640589,0.063826491,4620,0.06991342,0.220562771,0.179437229,0.103246753,0.081385281,0.162121212,0.137445887,0.045887446,95.2,0.999,0,0.021,0.084,0.86
E02004553,7270,0.076616231,0.099312242,0.118431912,0.287207703,0.237276479,0.063686382,4885,0.060798362,0.190788127,0.145342886,0.085568066,0.099283521,0.197338792,0.15926305,0.061617195,90.9,0.998,0.002,0.01,0.147,0.819
E02004554,7230,0.068603043,0.101244813,0.117842324,0.290041494,0.263070539,0.045504841,5065,0.066337611,0.195656466,0.15774926,0.095755183,0.088252715,0.176702863,0.153208292,0.066337611,94.1,0.999,0.001,0.018,0.123,0.84
E02004555,6042,0.041046011,0.089208871,0.091857001,0.214829527,0.333167825,0.076133731,4364,0.120531622,0.239917507,0.147800183,0.169110907,0.071035747,0.129697525,0.093263061,0.028643446,39,0.869,0.034,0.025,0.171,0.588
E02004556,7160,0.044832402,0.08952514,0.078631285,0.194692737,0.322905028,0.092877095,4996,0.174139311,0.278823058,0.166933547,0.147117694,0.050840673,0.103682946,0.060648519,0.017814251,34,0.843,0.071,0.04,0.238,0.51
E02004557,8175,0.068012232,0.09382263,0.097247706,0.273027523,0.281834862,0.067033639,5712,0.105742297,0.232317927,0.157212885,0.117121849,0.077556022,0.171743697,0.109418768,0.028886555,35.7,0.976,0.004,0.012,0.27,0.528
E02004558,6428,0.049471064,0.079495955,0.093808339,0.235998755,0.263845675,0.142034848,4265,0.106682298,0.227667057,0.122626026,0.126846424,0.077608441,0.173974209,0.122860492,0.041735053,38.2,0.99,0.005,0.003,0.094,0.542
E02004559,7792,0.044917864,0.107546201,0.096380903,0.224075975,0.297227926,0.077258727,5385,0.109563603,0.257938719,0.161002786,0.103992572,0.080779944,0.163231198,0.095078923,0.028412256,35.5,0.981,0.001,0.003,0.146,0.551
E02004560,8332,0.054968795,0.095415266,0.088454153,0.232357177,0.308209313,0.084013442,5854,0.090365562,0.220703792,0.135462931,0.171848309,0.074991459,0.159890673,0.106422959,0.040314315,36.1,0.89,0.042,0.027,0.154,0.49
E02004561,10029,0.040682022,0.096619803,0.0975172,0.208495363,0.331139695,0.072689201,7149,0.115120996,0.23136103,0.159043223,0.16981396,0.073296965,0.13218632,0.091341446,0.027836061,33.6,0.904,0.035,0.04,0.25,0.512
E02004562,7671,0.047972885,0.076913049,0.084995437,0.221092426,0.307130752,0.101812019,5430,0.11786372,0.225966851,0.155801105,0.144751381,0.078268877,0.135174954,0.104235727,0.037937385,41.9,0.973,0.006,0.004,0.055,0.531
E02004563,6527,0.031714417,0.074919565,0.094836832,0.189367244,0.316071702,0.099433124,4758,0.085119798,0.206599412,0.198612863,0.142496847,0.075451871,0.163093737,0.102564103,0.02606137,35.9,0.971,0.003,0.003,0.087,0.521
E02004564,7969,0.045175053,0.094365667,0.106161375,0.216589283,0.308570712,0.086334546,5550,0.097657658,0.248468468,0.211891892,0.127747748,0.077297297,0.135675676,0.079459459,0.021801802,39,0.974,0.003,0.02,0.207,0.665
E02004565,14876,0.044837322,0.095186878,0.098279107,0.215514923,0.294299543,0.09948911,10182,0.128560204,0.25446867,0.22382636,0.12217639,0.061775683,0.116676488,0.070516598,0.021999607,36,0.951,0.002,0.003,0.092,0.531
E02004566,5725,0.07371179,0.100786026,0.110043668,0.259388646,0.247510917,0.088733624,3765,0.0812749,0.215139442,0.153784861,0.143691899,0.071447543,0.172908367,0.109428951,0.052324037,37.1,0.94,0.022,0.018,0.147,0.509
E02004567,8151,0.046006625,0.092258619,0.09483499,0.234572445,0.28143786,0.104649736,5538,0.125315999,0.253340556,0.210725894,0.114842904,0.070241965,0.122246298,0.078006501,0.025279884,37.7,0.983,0.009,0.006,0.134,0.601
E02004568,8543,0.077958563,0.103359476,0.085684186,0.321549807,0.246517617,0.056186351,5942,0.116795692,0.245540222,0.210030293,0.103837092,0.071693033,0.124537193,0.09222484,0.035341636,39.5,0.96,0.004,0.006,0.098,0.6
E02004569,7300,0.061232877,0.082739726,0.092739726,0.271506849,0.267534247,0.097123288,5035,0.085004965,0.22204568,0.186097319,0.125322741,0.082423039,0.160278054,0.1040715,0.034756703,66.8,0.97,0.023,0.007,0.09,0.647
E02004570,8683,0.051479903,0.091788552,0.098007601,0.239663711,0.261545549,0.122538293,5742,0.118599791,0.24886799,0.212817834,0.109369558,0.070532915,0.133925462,0.080633925,0.025252525,37.4,0.99,0.001,0.004,0.121,0.572
E02004571,7899,0.048613749,0.087352829,0.095581719,0.220787441,0.294847449,0.104317002,5446,0.114763129,0.244215938,0.22438487,0.117701065,0.071061329,0.138266618,0.068674256,0.020932795,37.1,0.982,0.001,0.005,0.179,0.604
E02004572,7614,0.051746782,0.103624901,0.103099553,0.221040189,0.313895456,0.077620173,5232,0.084671254,0.225152905,0.177752294,0.136850153,0.084097859,0.159977064,0.102446483,0.029051988,47.8,0.89,0.031,0.016,0.162,0.52
E02004573,6072,0.062911726,0.088438735,0.123682477,0.238636364,0.265480896,0.091732543,4135,0.043288996,0.159371221,0.122128174,0.100604595,0.100120919,0.210157195,0.174123337,0.090205562,34.6,0.995,0.001,0.003,0.053,0.428
E02004574,7312,0.065782276,0.104212254,0.10749453,0.237691466,0.244939825,0.094091904,4795,0.03983316,0.153910323,0.14181439,0.068821689,0.111157456,0.238373306,0.183107404,0.062982273,33.7,0.991,0.008,0.007,0.246,0.547
E02004575,11138,0.049560065,0.085383372,0.093912731,0.223469205,0.30831388,0.095259472,7773,0.109224238,0.249967837,0.141129551,0.130451563,0.07603242,0.156567606,0.093914833,0.042711952,43.4,0.852,0.081,0.029,0.206,0.474
E02004576,8831,0.047786208,0.094100328,0.083682482,0.205412751,0.293964443,0.114822783,5984,0.076370321,0.223596257,0.164772727,0.109792781,0.089237968,0.178308824,0.118315508,0.039605615,32.4,0.863,0.026,0.017,0.232,0.524
E02004577,5203,0.041706708,0.097828176,0.090140304,0.210647703,0.324812608,0.092446665,3601,0.117745071,0.227436823,0.148292141,0.166342683,0.071924465,0.1305193,0.097195224,0.040544293,30.5,0.757,0.17,0.097,0.304,0.484
E02004578,7149,0.041264513,0.070359491,0.076793957,0.154706952,0.272205903,0.199328577,4514,0.073327426,0.217102348,0.137571998,0.149091715,0.069339832,0.184980062,0.109215773,0.059370846,42.2,0.988,0.007,0.014,0.176,0.576
E02004579,6890,0.044121916,0.085486212,0.08563135,0.184179971,0.314078374,0.114513788,4746,0.075010535,0.204382638,0.146860514,0.161609777,0.076696165,0.16519174,0.127686473,0.042562158,35.3,0.933,0.033,0.028,0.192,0.525
E02004580,11696,0.035567715,0.071049932,0.074213406,0.153984268,0.265133379,0.204086867,7351,0.074955788,0.214800707,0.161610665,0.136716093,0.070874711,0.190178207,0.110869269,0.039994559,33.4,0.983,0.007,0.012,0.167,0.526
E02004581,7410,0.039946019,0.084750337,0.086099865,0.193252362,0.314709852,0.113630229,5125,0.097756098,0.227707317,0.162731707,0.148682927,0.085268293,0.147317073,0.101073171,0.029463415,33.2,0.83,0.131,0.027,0.286,0.447
E02004582,6689,0.039318284,0.070713111,0.085812528,0.167738077,0.272835999,0.155927642,4535,0.037486218,0.160529217,0.136052922,0.119514884,0.096582139,0.243880926,0.157662624,0.048291069,32.6,0.951,0.006,0.028,0.308,0.568
E02004583,8299,0.048078082,0.087600916,0.09796361,0.210266297,0.280033739,0.112905169,5615,0.079430098,0.20890472,0.130365093,0.15173642,0.089759573,0.180053428,0.123241318,0.03650935,37.5,0.98,0,0.007,0.079,0.519
E02004584,6441,0.027790716,0.051855302,0.060549604,0.130880298,0.281012265,0.21813383,4201,0.052130445,0.18043323,0.163294454,0.129731016,0.088550345,0.204475125,0.138300405,0.04308498,35.4,0.989,0,0.004,0.067,0.498
E02004585,7652,0.054495557,0.089127026,0.107030842,0.206089911,0.264767381,0.119576581,5043,0.046400952,0.170533413,0.149514178,0.127106881,0.090422368,0.218719016,0.138409677,0.058893516,31.6,0.97,0.001,0.025,0.302,0.572
E02004586,8145,0.055003069,0.091958257,0.109146716,0.185635359,0.253898097,0.150153468,5171,0.053181203,0.181783021,0.139431445,0.124347322,0.0868304,0.209630632,0.135563721,0.069232257,32.7,0.971,0.001,0.005,0.13,0.5
E02004587,7744,0.072443182,0.109762397,0.118930785,0.212680785,0.240702479,0.094783058,4953,0.03270745,0.141328488,0.124570967,0.100141328,0.094286291,0.242479305,0.178073895,0.086412275,35,0.992,0,0.021,0.264,0.621
E02004588,6475,0.061003861,0.077220077,0.128648649,0.236756757,0.235366795,0.132355212,4301,0.038828179,0.137409905,0.096489189,0.108811904,0.084398977,0.210183678,0.17600558,0.147872588,40.1,0.997,0.002,0.004,0.061,0.576
E02004589,7402,0.060389084,0.089570386,0.11564442,0.194812213,0.255741691,0.133747636,4780,0.043305439,0.169665272,0.145188285,0.129288703,0.080334728,0.226150628,0.144769874,0.061297071,35.6,0.979,0.018,0.005,0.188,0.594
E02004590,7500,0.0372,0.0656,0.069466667,0.163066667,0.310933333,0.146266667,5256,0.034627093,0.141362253,0.100456621,0.149162861,0.092085236,0.220509893,0.16761796,0.094178082,34.6,0.96,0.015,0.04,0.214,0.582
E02004591,6847,0.054330364,0.110997517,0.085584928,0.217613553,0.312399591,0.089528261,4506,0.208832668,0.301154017,0.133821571,0.122947182,0.05548158,0.106302708,0.054150022,0.017310253,55.9,0.876,0.053,0.009,0.136,0.623
E02004592,12102,0.057180631,0.09965295,0.102792927,0.261196496,0.267145926,0.098744009,8075,0.13869969,0.241733746,0.131764706,0.107987616,0.080495356,0.149226006,0.114427245,0.035665635,71.8,0.967,0.005,0.003,0.045,0.65
E02004593,8132,0.047466798,0.109198229,0.086202656,0.204377767,0.329316281,0.078332514,5473,0.19239905,0.285949205,0.131554906,0.160241184,0.04969852,0.095377307,0.065777453,0.019002375,32.8,0.826,0.078,0.031,0.244,0.468
E02004594,7819,0.053075841,0.113441617,0.102698555,0.238137869,0.274075969,0.078142985,5251,0.154256332,0.283184155,0.147781375,0.154446772,0.059036374,0.109502952,0.071795848,0.019996191,33.7,0.825,0.059,0.019,0.208,0.449
E02004595,11911,0.061455797,0.093694904,0.092603476,0.254554613,0.30383679,0.066745026,8326,0.16370406,0.285611338,0.154455921,0.134638482,0.063776123,0.108095124,0.068099928,0.021619025,49.3,0.949,0.021,0.023,0.167,0.596
E02004596,7662,0.072043853,0.098929783,0.0944923,0.276168102,0.276168102,0.057034717,5339,0.127926578,0.257538865,0.142348754,0.14534557,0.070987076,0.122120247,0.104513954,0.029218955,35.6,0.686,0.164,0.014,0.217,0.488
E02004597,7267,0.060134856,0.104719967,0.089995872,0.272326957,0.267785881,0.083941104,4879,0.129124821,0.264193482,0.156794425,0.12379586,0.06538225,0.144496823,0.087927854,0.028284485,48.7,0.976,0.011,0.006,0.103,0.63
E02004598,10349,0.064160788,0.110445454,0.097883854,0.23209972,0.278287757,0.081747029,6681,0.170932495,0.284388565,0.145038168,0.149229157,0.058673851,0.108067655,0.062715162,0.020954947,34.5,0.76,0.113,0.024,0.237,0.488
E02004599,7354,0.054256187,0.109192276,0.094642371,0.224639652,0.297797117,0.077372858,4931,0.150273778,0.279862097,0.140539444,0.174812411,0.053336037,0.106874873,0.069965524,0.024335835,34.9,0.78,0.076,0.054,0.242,0.537
E02004600,5700,0.063508772,0.079298246,0.117017544,0.287192982,0.288947368,0.054736842,4110,0.08296837,0.205596107,0.159124088,0.09026764,0.090510949,0.191484185,0.141605839,0.038442822,89.6,0.986,0.014,0.023,0.134,0.839
E02004601,5165,0.044917715,0.07124879,0.070861568,0.198451113,0.306098742,0.150629235,3443,0.166134185,0.316874818,0.172233517,0.103688644,0.048794656,0.115887308,0.059831542,0.01655533,49.9,0.979,0.001,0.018,0.187,0.729
E02004602,6432,0.080690299,0.095460199,0.11085199,0.302705224,0.230410448,0.070895522,4362,0.058688675,0.194864741,0.14351215,0.08436497,0.088491518,0.218019257,0.15566254,0.056396149,95.8,0.989,0.004,0.028,0.074,0.884
E02004603,7675,0.041042345,0.046775244,0.363517915,0.270618893,0.161693811,0.050944625,4141,0.108910891,0.223134509,0.127505433,0.083313209,0.074861145,0.188601787,0.128954359,0.064718667,73.3,0.974,0.006,0.005,0.132,0.731
E02004604,7955,0.09239472,0.108108108,0.128724073,0.306096794,0.219861722,0.05292269,5283,0.050918039,0.152754117,0.120764717,0.077796706,0.089721749,0.248911603,0.172250615,0.086882453,98.3,1,0,0.015,0.092,0.884
E02004605,5731,0.071191764,0.099110103,0.117082534,0.272552783,0.245855872,0.07328564,3835,0.067014342,0.16505867,0.113950456,0.092307692,0.082920469,0.21303781,0.19243807,0.07327249,83.4,0.992,0.006,0.006,0.124,0.78
E02004606,9788,0.059971394,0.073865958,0.159378831,0.335410707,0.215365754,0.067531671,6647,0.108469986,0.23183391,0.139611855,0.097036257,0.081390101,0.175567925,0.122310817,0.043779148,99.1,0.996,0.003,0.007,0.102,0.84
E02004607,9449,0.052069002,0.050375701,0.138533178,0.386390094,0.221504921,0.06974283,6916,0.179149798,0.314198959,0.146327357,0.098178138,0.05653557,0.107432042,0.067958357,0.03021978,72.5,0.981,0.003,0.002,0.07,0.734
E02004608,10461,0.029251506,0.07179046,0.177134117,0.356658063,0.186980212,0.092629768,6911,0.196932427,0.332947475,0.137606714,0.090290841,0.05020981,0.100419621,0.055563594,0.036029518,58.5,0.982,0.001,0.002,0.065,0.635
E02004609,7276,0.049752611,0.088785047,0.102803738,0.278312259,0.263468939,0.076003299,5138,0.139353834,0.282016349,0.20241339,0.082522382,0.06714675,0.129817049,0.074153367,0.022576878,89.1,0.988,0.012,0.035,0.129,0.832
E02004610,8036,0.041189647,0.079766053,0.132653061,0.266177203,0.239795918,0.111373818,5067,0.233471482,0.334517466,0.144266825,0.107361358,0.039471087,0.07913953,0.038286955,0.023485297,79.7,0.992,0.001,0.005,0.091,0.757
E02004611,11088,0.060155123,0.109487734,0.088203463,0.255140693,0.263618326,0.098665224,7143,0.175556489,0.33599328,0.152316954,0.111157777,0.04647907,0.103737925,0.055578888,0.019179616,52.1,0.971,0.008,0.009,0.199,0.689
E02004612,9437,0.054572428,0.093779803,0.084984635,0.258132881,0.272438275,0.09823037,6338,0.130956138,0.288103503,0.192174187,0.087251499,0.069264752,0.137582834,0.071789208,0.022877879,89,0.998,0,0.011,0.112,0.791
E02004613,6264,0.04916986,0.094987229,0.07710728,0.200989783,0.297573436,0.126117497,4043,0.221864952,0.342814742,0.147909968,0.108088053,0.034380411,0.081375216,0.045016077,0.018550581,44.2,0.945,0.001,0.019,0.213,0.632
E02004614,5275,0.065781991,0.100853081,0.068815166,0.25042654,0.276966825,0.112227488,3423,0.216184633,0.33683903,0.146947122,0.107215892,0.038270523,0.097283085,0.034764826,0.022494888,50.9,0.993,0.002,0.021,0.209,0.706
E02004615,7929,0.041241014,0.084373818,0.069617858,0.180981208,0.305460966,0.140623029,5325,0.1457277,0.263661972,0.109483568,0.196056338,0.065352113,0.116056338,0.081314554,0.022347418,41.1,0.862,0.076,0.017,0.225,0.468
E02004616,8652,0.044498382,0.078825705,0.075358299,0.209546926,0.294267221,0.139620897,5848,0.121067031,0.238372093,0.108242134,0.177154583,0.073871409,0.148426813,0.109439124,0.023426813,45.6,0.938,0.01,0.021,0.151,0.48
E02004617,7679,0.047662456,0.084516213,0.07852585,0.214090376,0.308503711,0.111993749,5287,0.125401929,0.262152449,0.110648761,0.193115188,0.0749007,0.126347645,0.087005863,0.020427464,54.3,0.937,0.008,0.023,0.145,0.556
E02004618,7297,0.046457448,0.095381664,0.094970536,0.200904481,0.339591613,0.08318487,4983,0.183825005,0.288380494,0.103552077,0.190246839,0.053983544,0.096728878,0.065021072,0.018262091,96.3,0.949,0.025,0.036,0.251,0.614
E02004619,7293,0.046071575,0.083916084,0.075140546,0.214315097,0.327163033,0.099684629,5140,0.170622568,0.264007782,0.108560311,0.184824903,0.06459144,0.107198444,0.077042802,0.023151751,74,0.962,0.009,0.031,0.201,0.6
E02004620,7686,0.053603955,0.098360656,0.113973458,0.237184491,0.295342181,0.08092636,5188,0.121048574,0.239398612,0.139745567,0.107555898,0.082883577,0.179067078,0.106592136,0.023708558,42.9,0.956,0.001,0.007,0.146,0.549
E02004621,6305,0.042347343,0.059793814,0.151942902,0.238699445,0.229024584,0.162569389,3825,0.130980392,0.261437908,0.114771242,0.112418301,0.072156863,0.158954248,0.105620915,0.043660131,33.7,0.794,0.024,0.004,0.085,0.416
E02004622,6871,0.05239412,0.090379857,0.135788095,0.263862611,0.246980061,0.086886916,4587,0.110311751,0.237846087,0.142794855,0.084586876,0.083060824,0.186614345,0.122956181,0.031829082,39.1,0.872,0.015,0.011,0.188,0.445
E02004623,8004,0.042103948,0.098575712,0.079210395,0.199525237,0.311969015,0.116941529,5359,0.14909498,0.258816943,0.130621385,0.140138085,0.07165516,0.130434783,0.100205262,0.019033402,52.5,0.978,0.009,0.005,0.079,0.624
E02004624,5876,0.047821647,0.097004765,0.084411164,0.2132403,0.328114364,0.083219877,4064,0.171751969,0.275098425,0.122293307,0.143208661,0.062007874,0.127214567,0.079232283,0.019192913,51.4,0.982,0.006,0.027,0.256,0.579
E02004625,9289,0.055872537,0.084400904,0.080848315,0.22962644,0.30907525,0.094412746,6477,0.148988729,0.258452987,0.109773043,0.149915084,0.069631002,0.139107612,0.094796974,0.029334568,34.9,0.91,0.063,0.02,0.18,0.474
E02004626,9677,0.03637491,0.079053426,0.165650512,0.167303917,0.309806758,0.089490545,6159,0.142068518,0.257834064,0.131839584,0.195323916,0.063971424,0.106186069,0.072739081,0.030037344,29.7,0.579,0.327,0.073,0.434,0.355
E02004627,5350,0.043738318,0.087476636,0.103551402,0.222990654,0.293831776,0.101308411,3694,0.09501895,0.229020032,0.106930157,0.138873849,0.083107742,0.181104494,0.126691933,0.039252842,35.1,0.878,0.077,0.014,0.13,0.494
E02004628,7759,0.048975383,0.09163552,0.097821884,0.230957598,0.294754479,0.094213172,5337,0.080194866,0.199550309,0.13940416,0.129848229,0.087689713,0.177627881,0.14896009,0.036724752,29.7,0.86,0.048,0.017,0.265,0.45
E02004629,12262,0.061409232,0.086935247,0.107894308,0.247104877,0.279807535,0.080166368,8587,0.059508559,0.162571329,0.125538605,0.113194364,0.097938745,0.211482474,0.171887737,0.057878188,30.5,0.852,0.026,0.011,0.15,0.4
E02004630,6556,0.041641245,0.088316046,0.085723002,0.206223307,0.317419158,0.104942038,4525,0.114254144,0.249944751,0.124198895,0.179889503,0.061878453,0.128839779,0.080662983,0.060331492,30.1,0.716,0.106,0.03,0.303,0.428
E02004631,5009,0.040926333,0.083050509,0.077460571,0.182870833,0.360351368,0.0864444,3598,0.131461923,0.254030017,0.123679822,0.159811006,0.071150639,0.131183991,0.093385214,0.035297387,27.7,0.588,0.235,0.046,0.371,0.378
E02004632,10011,0.05813605,0.088202977,0.098191989,0.234542004,0.281989811,0.097193088,6861,0.070543653,0.178545402,0.122576884,0.113977554,0.105232473,0.202302871,0.160909488,0.045911675,28.8,0.898,0.025,0.008,0.197,0.385
E02004633,8168,0.046278159,0.096474045,0.0874143,0.219760039,0.315744368,0.081537708,5756,0.084781098,0.196143155,0.126129256,0.150799166,0.085649757,0.172515636,0.149061849,0.034920083,29.8,0.815,0.035,0.018,0.284,0.471
E02004634,9993,0.051335935,0.095066547,0.109776844,0.229060342,0.274592215,0.097168018,6808,0.078437133,0.193301998,0.133666275,0.10840188,0.090188014,0.199324324,0.151145711,0.045534665,35.2,0.872,0.059,0.009,0.193,0.506
E02004635,7176,0.053651059,0.088210702,0.093924192,0.223522854,0.285117057,0.10493311,4884,0.141891892,0.27047502,0.146601147,0.125102375,0.069410319,0.132882883,0.081900082,0.031736282,31.2,0.704,0.14,0.026,0.298,0.474
E02004636,8081,0.052839995,0.09095409,0.123004579,0.235985645,0.287464423,0.084519243,5418,0.125138427,0.26947213,0.203765227,0.07825766,0.07807309,0.148578811,0.07696567,0.019748985,104.7,0.998,0.001,0.029,0.107,0.859
E02004637,8862,0.052922591,0.064770932,0.147822162,0.281764839,0.23324306,0.111035884,5908,0.098510494,0.246445498,0.138625592,0.07718348,0.07549086,0.183480027,0.116960054,0.063303995,80.7,0.994,0.002,0.008,0.122,0.726
E02004638,5776,0.058691136,0.09851108,0.10699446,0.247403047,0.275277008,0.094009695,3811,0.110207295,0.249278405,0.173970087,0.088953031,0.080031488,0.167410129,0.093151404,0.036998163,98.7,1,0,0.012,0.065,0.888
E02004639,8219,0.055602871,0.059739628,0.172040394,0.341525733,0.216814698,0.066674778,5875,0.093617021,0.219914894,0.13293617,0.066382979,0.082553191,0.172255319,0.148425532,0.083914894,56.9,0.945,0.018,0.007,0.167,0.52
E02004640,7846,0.093550854,0.114453225,0.131404537,0.316976803,0.195003824,0.04358909,5032,0.044117647,0.154411765,0.101152623,0.073330684,0.078100159,0.238672496,0.176470588,0.133744038,81.8,1,0,0.003,0.105,0.785
E02004641,7273,0.039873505,0.083596865,0.084284339,0.208854668,0.282964389,0.129657638,4948,0.103678254,0.257073565,0.19785772,0.090945837,0.079628133,0.154607922,0.09135004,0.024858529,87.2,0.999,0.001,0.001,0.025,0.682
E02004642,11875,0.069136842,0.114105263,0.113936842,0.281263158,0.259536842,0.051705263,8015,0.103680599,0.225701809,0.163443543,0.072364317,0.080723643,0.181409857,0.12963194,0.043044292,88.6,0.993,0.004,0.006,0.096,0.772
E02004643,7817,0.076116157,0.117564283,0.140463093,0.28809006,0.227580913,0.047716515,5135,0.044011685,0.15345667,0.110223953,0.074001947,0.089191821,0.231742941,0.198247322,0.099123661,90.4,0.999,0,0.01,0.13,0.759
E02004644,8702,0.076763962,0.094920708,0.123994484,0.280395311,0.253390025,0.063778442,5880,0.061394558,0.179761905,0.146768707,0.08622449,0.097619048,0.206632653,0.16377551,0.057823129,88.6,0.976,0.024,0.008,0.148,0.77
E02004645,9490,0.062697576,0.094204426,0.10748156,0.288303477,0.285985248,0.052687039,6718,0.128758559,0.274933016,0.207948794,0.077106282,0.071896398,0.146472164,0.073384936,0.019499851,83.6,1,0,0.015,0.117,0.796
E02004646,8500,0.074,0.085764706,0.115647059,0.257411765,0.268705882,0.080705882,5833,0.051260072,0.161494943,0.133550489,0.08091891,0.090690897,0.221155495,0.178810218,0.082118978,92.6,0.992,0.001,0.019,0.106,0.815
E02004647,5889,0.053829173,0.093224656,0.105281032,0.205977246,0.286126677,0.109865852,3883,0.071336595,0.178212722,0.148596446,0.094257018,0.092711821,0.217357713,0.146278651,0.051249034,96.3,0.996,0,0.021,0.099,0.837
E02004648,5839,0.049323514,0.086829937,0.094536736,0.232060284,0.267340298,0.096763144,4036,0.050297324,0.174925669,0.181863231,0.075817641,0.10629336,0.224479683,0.149900892,0.0364222,97.9,0.998,0.002,0.038,0.098,0.867
E02004649,7098,0.074246267,0.112707805,0.111721612,0.348971541,0.238095238,0.036630037,4923,0.116595572,0.252082064,0.187487304,0.068657323,0.085923218,0.159252488,0.101157831,0.028844201,86.2,0.995,0.005,0.008,0.089,0.784
E02004650,10421,0.103924767,0.109778332,0.124364264,0.353708857,0.192783802,0.033202188,7004,0.093375214,0.230868075,0.174757282,0.071387778,0.092518561,0.181182182,0.120359794,0.035551114,56.6,0.981,0.008,0.003,0.114,0.624
E02004651,7628,0.06397483,0.086916623,0.10356581,0.269533298,0.283036182,0.073282643,5343,0.122964627,0.265581134,0.154033315,0.115478196,0.073741344,0.145049598,0.101253977,0.02189781,66.6,0.95,0.017,0.027,0.196,0.639
E02004652,6300,0.042063492,0.082380952,0.062698413,0.174126984,0.322063492,0.131587302,4271,0.206743151,0.31491454,0.111683446,0.180988059,0.039569188,0.079372512,0.048466401,0.018262702,63.1,0.885,0.044,0.034,0.226,0.525
E02004653,6554,0.050961245,0.098565761,0.084223375,0.219560574,0.321330485,0.088037839,4502,0.14593514,0.249444691,0.123944913,0.147934251,0.077521102,0.129498001,0.103953798,0.021768103,35.4,0.772,0.047,0.029,0.211,0.516
E02004654,11229,0.055392288,0.097871583,0.103303945,0.248107579,0.276961439,0.087986464,7610,0.093298292,0.22457293,0.134034166,0.107095926,0.087647832,0.196452037,0.122207622,0.034691196,38,0.964,0.002,0.011,0.171,0.609
E02004655,7725,0.054368932,0.101229773,0.119093851,0.251909385,0.267831715,0.0797411,5196,0.090454196,0.211316397,0.113548884,0.088337182,0.102771363,0.202848345,0.158198614,0.032525019,40.5,0.992,0.008,0.004,0.084,0.609
E02004656,11093,0.057513747,0.086991797,0.118813666,0.275759488,0.279365366,0.072478139,7760,0.101675258,0.256958763,0.104123711,0.128221649,0.076159794,0.165979381,0.115979381,0.050902062,36.6,0.871,0.035,0.009,0.212,0.558
E02004657,6870,0.055167394,0.09272198,0.088937409,0.240029112,0.305967977,0.072925764,4811,0.143005612,0.278528372,0.131573477,0.130742049,0.07191852,0.139887757,0.087299938,0.017044274,33.4,0.962,0.001,0.006,0.21,0.538
E02004658,6509,0.058534337,0.112152404,0.083422953,0.237670917,0.297741589,0.076663082,4353,0.161957271,0.293590627,0.142889961,0.133700896,0.065931541,0.1130255,0.07144498,0.017459224,40,0.921,0.03,0.029,0.222,0.66
E02004659,6259,0.044096501,0.088512542,0.089311392,0.187569899,0.333120307,0.100335517,4343,0.145521529,0.252129864,0.137232328,0.132857472,0.066313608,0.140686162,0.099700668,0.02555837,38.5,0.897,0.062,0.014,0.264,0.603
E02004660,6473,0.043256604,0.08713116,0.071064421,0.18229569,0.299551985,0.144600649,4211,0.19520304,0.301591071,0.102825932,0.142483971,0.051531703,0.105913085,0.069104726,0.031346474,34.3,0.852,0.02,0.022,0.229,0.522
E02004661,8162,0.050600343,0.083557951,0.09348199,0.218573879,0.298823818,0.106714041,5573,0.123631796,0.226090077,0.145702494,0.090436031,0.08523237,0.18464023,0.116274897,0.027992105,42.7,0.907,0.01,0.012,0.229,0.585
E02004662,6060,0.050660066,0.084488449,0.090429043,0.221947195,0.315676568,0.092739274,4254,0.12929008,0.237188528,0.126234133,0.130230371,0.082745651,0.150916784,0.120827457,0.022566996,32.9,0.697,0.1,0.045,0.229,0.431
E02004663,6614,0.057907469,0.089053523,0.095857272,0.228908376,0.305563955,0.087390384,4525,0.14718232,0.260994475,0.106077348,0.134143646,0.071823204,0.148508287,0.101657459,0.02961326,35.7,0.916,0.02,0.004,0.134,0.491
E02004664,6697,0.067492907,0.095266537,0.096759743,0.289084665,0.24488577,0.082275646,4561,0.111159833,0.228458671,0.12014909,0.09361982,0.09296207,0.181758386,0.130015348,0.041876781,38.4,0.995,0,0.001,0.049,0.553
E02004665,8606,0.055194051,0.100859865,0.089704857,0.214385313,0.301533814,0.092609807,5782,0.177101349,0.256658596,0.121930128,0.121238326,0.066067105,0.13213421,0.101003113,0.023867174,47.5,0.829,0.076,0.03,0.197,0.511
E02004666,11583,0.071484071,0.105585772,0.102650436,0.314080981,0.25295692,0.045238712,8128,0.109005906,0.237327756,0.161048228,0.084030512,0.099655512,0.177042323,0.107529528,0.024360236,41.2,0.94,0.051,0.019,0.206,0.68
E02004667,10295,0.050704225,0.078096163,0.099757164,0.24565323,0.285575522,0.102768334,7292,0.107789358,0.219418541,0.137959408,0.09887548,0.093527153,0.176357652,0.123422929,0.042649479,37.2,0.956,0.009,0.015,0.109,0.554
