	lsoa11cd,imd_rank,imd_dec
E01008088,11626,4
E01008089,5068,2
E01008090,728,1
E01008091,14013,5
E01008092,916,1
E01008093,11767,4
E01008094,2374,1
E01008095,7344,3
E01008096,2235,1
E01008097,1062,1
E01008098,874,1
E01008099,15509,5
E01008100,1755,1
E01008101,3673,2
E01008102,509,1
E01008103,1490,1
E01008104,18528,6
E01008105,16427,6
E01008107,5433,2
E01008108,9816,3
E01008109,7254,3
E01008111,17461,6
E01008112,5935,2
E01008113,15280,5
E01008114,5388,2
E01008115,10485,4
E01008116,629,1
E01008117,1206,1
E01008118,1588,1
E01008119,489,1
E01008122,246,1
E01008123,1752,1
E01008124,164,1
E01008125,6652,3
E01008126,29779,10
E01008128,22461,7
E01008129,19022,6
E01008130,24463,8
E01008131,24686,8
E01008132,31712,10
E01008133,21476,7
E01008134,18846,6
E01008135,19718,7
E01008136,12786,4
E01008137,27656,9
E01008138,6175,2
E01008139,13917,5
E01008140,20233,7
E01008141,26787,9
E01008142,11571,4
E01008143,15088,5
E01008144,12147,4
E01008145,5967,2
E01008146,31375,10
E01008147,24592,8
E01008148,8434,3
E01008149,21725,7
E01008150,12689,4
E01008151,20230,7
E01008152,18921,6
E01008153,19380,6
E01008154,20751,7
E01008155,14859,5
E01008156,28513,9
E01008157,1945,1
E01008158,6974,3
E01008159,28299,9
E01008160,16450,6
E01008161,12005,4
E01008162,11206,4
E01008163,6621,3
E01008164,2081,1
E01008165,1341,1
E01008166,6148,2
E01008167,5214,2
E01008168,6749,3
E01008169,7667,3
E01008170,2092,1
E01008171,6796,3
E01008172,13015,4
E01008173,3437,2
E01008174,10264,4
E01008175,6751,3
E01008176,18905,6
E01008177,17020,6
E01008178,15209,5
E01008179,18472,6
E01008180,2642,1
E01008181,16377,5
E01008182,8457,3
E01008183,7454,3
E01008184,26528,9
E01008185,6112,2
E01008186,3479,2
E01008187,7247,3
E01008188,22731,7
E01008189,2552,1
E01008190,15337,5
E01008191,3008,1
E01008192,6872,3
E01008193,21523,7
E01008194,27572,9
E01008195,17725,6
E01008196,16238,5
E01008197,21249,7
E01008198,12470,4
E01008199,25190,8
E01008200,27389,9
E01008201,897,1
E01008202,7575,3
E01008203,2510,1
E01008204,688,1
E01008205,21558,7
E01008206,14153,5
E01008207,24095,8
E01008208,8451,3
E01008209,10554,4
E01008210,4882,2
E01008211,10728,4
E01008212,779,1
E01008213,8227,3
E01008214,375,1
E01008215,1079,1
E01008216,2454,1
E01008217,6563,2
E01008218,1342,1
E01008219,9699,3
E01008220,435,1
E01008221,3864,2
E01008222,9579,3
E01008223,2834,1
E01008224,16165,5
E01008225,13732,5
E01008226,9136,3
E01008227,413,1
E01008228,4789,2
E01008229,9243,3
E01008230,8905,3
E01008231,3930,2
E01008232,3238,1
E01008233,14440,5
E01008234,25380,8
E01008235,23884,8
E01008236,13681,5
E01008237,30305,10
E01008238,27581,9
E01008239,24650,8
E01008240,9103,3
E01008241,7425,3
E01008242,6156,2
E01008243,19805,7
E01008244,10871,4
E01008245,25867,8
E01008246,14210,5
E01008247,9332,3
E01008248,26604,9
E01008249,22421,7
E01008250,16978,6
E01008251,7707,3
E01008252,4184,2
E01008253,4049,2
E01008254,3645,2
E01008255,10275,4
E01008256,16171,5
E01008257,742,1
E01008258,6990,3
E01008259,2156,1
E01008260,27129,9
E01008261,3665,2
E01008262,7898,3
E01008263,6492,2
E01008264,30610,10
E01008265,9479,3
E01008266,24480,8
E01008267,12176,4
E01008268,18028,6
E01008269,29931,10
E01008270,30235,10
E01008271,30819,10
E01008272,27421,9
E01008273,20021,7
E01008274,11721,4
E01008275,29115,9
E01008276,14295,5
E01008277,11410,4
E01008278,24141,8
E01008279,21250,7
E01008280,3539,2
E01008281,4248,2
E01008282,4803,2
E01008283,22965,7
E01008284,15974,5
E01008285,2541,1
E01008286,8540,3
E01008287,24459,8
E01008288,9092,3
E01008289,1985,1
E01008290,1567,1
E01008291,137,1
E01008292,26799,9
E01008293,15011,5
E01008294,26280,9
E01008295,1238,1
E01008296,5591,2
E01008297,858,1
E01008298,6036,2
E01008299,2458,1
E01008300,2869,1
E01008301,3162,1
E01008302,235,1
E01008303,218,1
E01008304,76,1
E01008305,403,1
E01008306,11569,4
E01008307,4767,2
E01008308,16434,6
E01008309,32714,10
E01008311,30331,10
E01008312,26094,8
E01008313,23384,8
E01008314,18556,6
E01008315,19028,6
E01008316,27064,9
E01008317,32456,10
E01008318,7112,3
E01008319,30539,10
E01008320,19716,7
E01008321,29827,10
E01008322,29437,9
E01008323,23163,8
E01008324,4219,2
E01008325,2198,1
E01008326,23526,8
E01008327,622,1
E01008328,24916,8
E01008329,12595,4
E01008330,2733,1
E01008331,1631,1
E01008332,553,1
E01008333,681,1
E01008334,4286,2
E01008335,5278,2
E01008336,3960,2
E01008337,4124,2
E01008338,5878,2
E01008339,4708,2
E01008340,843,1
E01008341,5084,2
E01008342,17195,6
E01008343,16224,5
E01008344,5756,2
E01008345,2327,1
E01008346,14340,5
E01008347,15129,5
E01008348,2870,1
E01008349,7781,3
E01008350,7910,3
E01008351,21702,7
E01008352,15317,5
E01008353,8463,3
E01008354,16335,5
E01008355,30486,10
E01008356,10927,4
E01008357,32112,10
E01008358,19411,6
E01008359,13459,5
E01008360,21835,7
E01008361,12393,4
E01008362,13212,5
E01008363,24663,8
E01008364,21239,7
E01008365,28028,9
E01008366,29906,10
E01008367,27068,9
E01008368,26450,9
E01008369,26386,9
E01008370,26002,8
E01008371,31953,10
E01008372,23204,8
E01008373,25191,8
E01008374,20236,7
E01008375,6623,3
E01008376,28964,9
E01008377,3644,2
E01008378,27779,9
E01008379,8301,3
E01008380,179,1
E01008381,18087,6
E01008382,780,1
E01008383,3286,2
E01008384,12825,4
E01008385,3138,1
E01008386,14193,5
E01008387,18038,6
E01008388,709,1
E01008389,957,1
E01008390,532,1
E01008391,446,1
E01008392,1171,1
E01008394,22680,7
E01008395,7728,3
E01008396,6752,3
E01008397,18149,6
E01008398,672,1
E01008399,1314,1
E01008400,2507,1
E01008401,5471,2
E01008402,10486,4
E01008403,17917,6
E01008404,10676,4
E01008405,6438,2
E01008406,10578,4
E01008407,16184,5
E01008409,21587,7
E01008410,16658,6
E01008411,19559,6
E01008412,22504,7
E01008413,9210,3
E01008415,1602,1
E01008416,14353,5
E01008418,30892,10
E01008419,30906,10
E01008420,31917,10
E01008421,31549,10
E01008422,31752,10
E01008423,31360,10
E01008424,22505,7
E01008425,380,1
E01008426,293,1
E01008427,32,1
E01008428,3991,2
E01008429,673,1
E01008430,4503,2
E01008431,10542,4
E01008432,4852,2
E01008433,15621,5
E01008434,16608,6
E01008435,4463,2
E01008436,1805,1
E01008437,315,1
E01008438,393,1
E01008439,208,1
E01008441,5826,2
E01008442,26679,9
E01008443,27269,9
E01008444,23236,8
E01008445,10428,4
E01008446,24467,8
E01008447,24860,8
E01008448,27379,9
E01008449,6526,2
E01008450,3114,1
E01008451,7784,3
E01008452,21951,7
E01008453,18198,6
E01008455,9467,3
E01008456,3494,2
E01008457,2267,1
E01008458,20406,7
E01008459,478,1
E01008460,3406,2
E01008461,7613,3
E01008462,8517,3
E01008463,8154,3
E01008464,19746,7
E01008465,20061,7
E01008466,29577,10
E01008467,20356,7
E01008468,7952,3
E01008469,21260,7
E01008470,12287,4
E01008471,11742,4
E01008472,29316,9
E01008473,20508,7
E01008474,4580,2
E01008475,28187,9
E01008476,8710,3
E01008477,5882,2
E01008478,6680,3
E01008479,30017,10
E01008480,5013,2
E01008481,5995,2
E01008482,2392,1
E01008483,10000,4
E01008484,2439,1
E01008485,286,1
E01008486,7055,3
E01008487,5412,2
E01008488,6981,3
E01008489,5416,2
E01008490,12134,4
E01008491,4959,2
E01008492,4998,2
E01008493,26991,9
E01008494,11748,4
E01008495,31117,10
E01008496,11506,4
E01008497,32185,10
E01008498,28638,9
E01008499,15140,5
E01008500,21019,7
E01008501,25440,8
E01008502,10540,4
E01008503,8431,3
E01008504,30636,10
E01008505,21175,7
E01008506,10653,4
E01008507,24980,8
E01008508,8191,3
E01008509,4957,2
E01008510,9284,3
E01008511,7381,3
E01008512,3306,2
E01008513,10967,4
E01008514,11391,4
E01008516,26989,9
E01008517,29976,10
E01008518,20395,7
E01008519,19964,7
E01008520,28248,9
E01008521,26330,9
E01008522,31800,10
E01008523,31830,10
E01008524,2404,1
E01008525,24069,8
E01008526,28586,9
E01008527,24137,8
E01008528,22679,7
E01008529,21395,7
E01008530,17941,6
E01008531,24518,8
E01008532,9629,3
E01008533,6883,3
E01008534,21442,7
E01008535,13384,5
E01008536,7627,3
E01008537,5502,2
E01008538,24012,8
E01008539,16394,5
E01008540,762,1
E01008541,2470,1
E01008542,2214,1
E01008543,6543,2
E01008544,864,1
E01008545,491,1
E01008546,32596,10
E01008547,29993,10
E01008548,30276,10
E01008549,32200,10
E01008550,31517,10
E01008551,29450,9
E01008552,22676,7
E01008553,26021,8
E01008554,11708,4
E01008555,11644,4
E01008556,29306,9
E01008557,30571,10
E01008558,23292,8
E01008559,19315,6
E01008560,24104,8
E01008561,6912,3
E01008562,27330,9
E01008563,32782,10
E01008564,29791,10
E01008565,14346,5
E01008567,7049,3
E01008568,8955,3
E01008569,6893,3
E01008570,21743,7
E01008571,4717,2
E01008572,2715,1
E01008573,2064,1
E01008574,18512,6
E01008575,2281,1
E01008576,6765,3
E01008577,16890,6
E01008578,12345,4
E01008579,31031,10
E01008580,28197,9
E01008581,26979,9
E01008582,13897,5
E01008583,10674,4
E01008584,3961,2
E01008585,22455,7
E01008586,24678,8
E01008587,16309,5
E01008588,13924,5
E01008589,31013,10
E01008590,2677,1
E01008591,2513,1
E01008592,7196,3
E01008593,971,1
E01008594,6933,3
E01008595,7819,3
E01008596,1281,1
E01008597,11268,4
E01008598,7615,3
E01008599,3542,2
E01008600,1089,1
E01008601,3642,2
E01008602,3483,2
E01008603,2212,1
E01008604,2052,1
E01008605,9344,3
E01008606,2774,1
E01008607,1603,1
E01008608,2487,1
E01008609,3242,1
E01008610,1836,1
E01008611,29023,9
E01008612,23066,8
E01008613,3895,2
E01008614,13080,4
E01008615,14891,5
E01008616,28879,9
E01008617,28176,9
E01008618,28072,9
E01008619,31929,10
E01008620,29296,9
E01008621,29205,9
E01008622,15864,5
E01008624,12060,4
E01008625,3679,2
E01008627,24572,8
E01008628,3841,2
E01008629,13772,5
E01008630,4892,2
E01008631,9093,3
E01008632,5825,2
E01008633,4505,2
E01008634,3681,2
E01008635,13277,5
E01008636,7527,3
E01008637,9865,4
E01008638,19796,7
E01008639,9055,3
E01008640,11594,4
E01008641,4244,2
E01008642,22819,7
E01008643,14249,5
E01008644,5717,2
E01008645,4633,2
E01008646,11000,4
E01008647,26138,8
E01008648,13527,5
E01008649,6793,3
E01008650,22110,7
E01008651,1677,1
E01008652,2699,1
E01008653,4388,2
E01008654,8459,3
E01008655,2864,1
E01008656,7257,3
E01008657,24288,8
E01008658,2131,1
E01008659,9350,3
E01008660,9649,3
E01008661,4069,2
E01008662,5583,2
E01008663,5390,2
E01008664,2427,1
E01008665,2611,1
E01008666,305,1
E01008667,1844,1
E01008668,3638,2
E01008669,870,1
E01008670,3471,2
E01008671,1820,1
E01008672,8108,3
E01008673,26235,8
E01008674,29436,9
E01008675,13107,4
E01008676,10251,4
E01008677,25159,8
E01008678,9447,3
E01008679,13063,4
E01008680,26648,9
E01008681,28138,9
E01008682,1690,1
E01008683,10094,4
E01008684,7610,3
E01008685,16637,6
E01008686,13327,5
E01008687,16700,6
E01008688,3191,1
E01008689,2459,1
E01008690,3538,2
E01008691,22284,7
E01008692,5943,2
E01008693,4769,2
E01008694,6702,3
E01008695,4370,2
E01008696,17500,6
E01008697,6017,2
E01008698,4630,2
E01008699,3754,2
E01008700,6817,3
E01008701,5661,2
E01008702,399,1
E01008703,3277,1
E01008704,7201,3
E01008705,4994,2
E01008706,6315,2
E01008707,10584,4
E01008708,7512,3
E01008709,745,1
E01008711,10358,4
E01008712,2402,1
E01008713,28783,9
E01008714,1920,1
E01008715,10081,4
E01008716,24415,8
E01008717,7972,3
E01008718,8648,3
E01008719,3380,2
E01008720,7225,3
E01008721,24220,8
E01008722,28685,9
E01008723,29311,9
E01008724,31678,10
E01008725,25585,8
E01008726,22448,7
E01008727,16388,5
E01008728,23826,8
E01008729,2090,1
E01008730,1430,1
E01008731,1440,1
E01008732,11231,4
E01008733,2665,1
E01008734,22270,7
E01008735,2008,1
E01008736,167,1
E01008737,810,1
E01008738,795,1
E01008739,5751,2
E01008740,16173,5
E01008741,14056,5
E01008742,7931,3
E01008743,1264,1
E01008744,3836,2
E01008745,18251,6
E01008746,1580,1
E01008747,12762,4
E01008748,6931,3
E01008749,22506,7
E01008750,16579,6
E01008751,8771,3
E01008752,5147,2
E01008753,6580,3
E01008754,5325,2
E01008755,4212,2
E01008756,3392,2
E01008757,5051,2
E01008758,15359,5
E01008759,13357,5
E01008760,23330,8
E01008761,22301,7
E01008762,1429,1
E01008763,7535,3
E01008764,9900,4
E01008765,20528,7
E01008766,14150,5
E01008767,11870,4
E01008768,9913,4
E01008769,5184,2
E01008770,18729,6
E01008771,14320,5
E01008772,24612,8
E01008773,2199,1
E01008774,15420,5
E01008775,27813,9
E01008776,3855,2
E01008777,1436,1
E01008778,10402,4
E01008779,10221,4
E01008780,6349,2
E01008781,20581,7
E01008782,26943,9
E01008783,25827,8
E01008784,29155,9
E01008785,23589,8
E01008786,22453,7
E01008787,14557,5
E01008788,15393,5
E01008789,20418,7
E01008790,13390,5
E01008791,4705,2
E01008792,18780,6
E01008793,1476,1
E01008795,15603,5
E01008796,12257,4
E01008797,22701,7
E01008799,24472,8
E01008800,2335,1
E01008801,25314,8
E01008802,17001,6
E01008803,6048,2
E01008804,6787,3
E01008805,8325,3
E01008808,25528,8
E01008809,9815,3
E01008810,4318,2
E01008811,13209,5
E01008812,3331,2
E01008813,3778,2
E01008814,11188,4
E01008817,415,1
E01008819,6272,2
E01008820,4651,2
E01008821,539,1
E01008822,3440,2
E01008823,2636,1
E01008824,2047,1
E01008825,3849,2
E01008826,5731,2
E01008827,2312,1
E01008828,2479,1
E01008829,1092,1
E01008830,11824,4
E01008831,8279,3
E01008832,11344,4
E01008833,9512,3
E01008834,6070,2
E01008835,12961,4
E01008836,259,1
E01008837,2318,1
E01008838,3099,1
E01008839,417,1
E01008840,5366,2
E01008841,347,1
E01008842,9229,3
E01008843,23300,8
E01008844,12669,4
E01008845,21188,7
E01008846,1915,1
E01008847,3112,1
E01008848,17790,6
E01008849,2495,1
E01008850,24400,8
E01008851,7642,3
E01008852,22057,7
E01008853,2584,1
E01008854,2222,1
E01008855,12300,4
E01008856,19409,6
E01008857,8000,3
E01008858,2022,1
E01008859,2702,1
E01008860,4481,2
E01008861,13353,5
E01008862,25574,8
E01008863,26706,9
E01008864,22072,7
E01008865,9621,3
E01008866,10167,4
E01008867,2614,1
E01008868,25948,8
E01008869,16092,5
E01008870,23282,8
E01008871,9231,3
E01008872,19479,6
E01008873,21112,7
E01008874,5707,2
E01008875,12859,4
E01008876,22708,7
E01008877,20205,7
E01008878,10030,4
E01008879,14866,5
E01008880,11428,4
E01008881,3924,2
E01008882,939,1
E01008883,4684,2
E01008884,3204,1
E01008885,12110,4
E01008886,4415,2
E01008887,2764,1
E01008888,12246,4
E01008889,3516,2
E01008890,7389,3
E01008891,11247,4
E01008892,3845,2
E01008893,7809,3
E01008894,5173,2
E01008895,8344,3
E01008896,1558,1
E01008897,5500,2
E01008898,2526,1
E01008899,530,1
E01008901,827,1
E01008905,1606,1
E01008906,1532,1
E01008907,351,1
E01008909,2990,1
E01008910,2153,1
E01008911,1539,1
E01008913,378,1
E01008914,2465,1
E01008915,3688,2
E01008916,606,1
E01008917,13845,5
E01008918,1584,1
E01008919,4302,2
E01008920,11829,4
E01008921,5802,2
E01008923,1367,1
E01008924,7054,3
E01008925,15467,5
E01008927,2099,1
E01008928,2148,1
E01008929,683,1
E01008930,6936,3
E01008931,1874,1
E01008932,2254,1
E01008933,7311,3
E01008934,15063,5
E01008935,907,1
E01008936,6039,2
E01008937,3089,1
E01008938,2031,1
E01008939,4253,2
E01008940,1230,1
E01008941,1812,1
E01008942,3613,2
E01008943,3540,2
E01008944,3363,2
E01008945,6615,3
E01008946,5769,2
E01008947,8911,3
E01008948,12913,4
E01008949,24426,8
E01008950,7291,3
E01008951,13674,5
E01008952,9315,3
E01008953,6013,2
E01008954,13166,5
E01008955,10545,4
E01008956,18582,6
E01008957,6718,3
E01008958,4363,2
E01008959,14852,5
E01008960,16079,5
E01008961,12718,4
E01008962,1863,1
E01008963,4595,2
E01008964,5024,2
E01008965,13467,5
E01008966,1037,1
E01008967,19812,7
E01008968,18841,6
E01008969,12229,4
E01008970,7509,3
E01008971,11682,4
E01008972,1897,1
E01008973,7927,3
E01008974,13785,5
E01008975,14399,5
E01008976,2926,1
E01008977,5277,2
E01008978,45,1
E01008979,846,1
E01008980,362,1
E01008981,13341,5
E01008982,13790,5
E01008984,3817,2
E01008986,7171,3
E01008987,6200,2
E01008988,8238,3
E01008989,8793,3
E01008990,26848,9
E01008991,22502,7
E01008992,21218,7
E01008994,12964,4
E01008995,1409,1
E01008996,2883,1
E01008997,11804,4
E01008998,1929,1
E01008999,3661,2
E01009000,1561,1
E01009001,9409,3
E01009002,202,1
E01009003,8225,3
E01009005,7313,3
E01009006,6253,2
E01009007,2432,1
E01009008,13648,5
E01009009,11048,4
E01009011,10962,4
E01009012,10695,4
E01009013,1785,1
E01009014,4791,2
E01009015,7116,3
E01009016,1562,1
E01009017,5873,2
E01009018,5164,2
E01009019,1240,1
E01009020,3131,1
E01009021,1943,1
E01009022,5752,2
E01009023,13286,5
E01009024,2483,1
E01009025,1848,1
E01009026,1167,1
E01009028,3098,1
E01009029,3310,2
E01009030,10650,4
E01009031,13580,5
E01009032,14825,5
E01009033,2925,1
E01009034,17391,6
E01009035,10744,4
E01009036,15539,5
E01009037,12164,4
E01009039,20026,7
E01009040,18530,6
E01009041,17378,6
E01009042,15711,5
E01009043,3819,2
E01009044,5915,2
E01009045,6932,3
E01009046,12055,4
E01009047,981,1
E01009048,612,1
E01009049,5264,2
E01009050,3558,2
E01009051,2408,1
E01009053,1611,1
E01009054,5800,2
E01009056,2004,1
E01009057,2014,1
E01009058,5478,2
E01009059,759,1
E01009060,2477,1
E01009061,2668,1
E01009062,1559,1
E01009064,6170,2
E01009065,12401,4
E01009066,15933,5
E01009067,20721,7
E01009068,24042,8
E01009069,17441,6
E01009070,19980,7
E01009071,8935,3
E01009072,15039,5
E01009073,959,1
E01009074,1554,1
E01009075,5372,2
E01009077,10600,4
E01009078,9438,3
E01009079,812,1
E01009080,992,1
E01009081,703,1
E01009082,4863,2
E01009083,3163,1
E01009084,7166,3
E01009085,11223,4
E01009086,7583,3
E01009087,8501,3
E01009088,5645,2
E01009089,9304,3
E01009090,6372,2
E01009091,3453,2
E01009092,1044,1
E01009093,961,1
E01009094,1683,1
E01009095,6278,2
E01009096,1540,1
E01009097,952,1
E01009098,4344,2
E01009099,414,1
E01009100,6480,2
E01009101,2518,1
E01009102,3019,1
E01009103,877,1
E01009104,1226,1
E01009105,9673,3
E01009106,6632,3
E01009107,454,1
E01009108,17260,6
E01009109,231,1
E01009110,2098,1
E01009111,8971,3
E01009112,8046,3
E01009113,295,1
E01009114,1574,1
E01009115,1435,1
E01009116,22717,7
E01009117,1118,1
E01009118,6595,3
E01009119,9832,3
E01009120,8615,3
E01009121,2535,1
E01009122,989,1
E01009123,3461,2
E01009124,332,1
E01009125,2839,1
E01009126,13778,5
E01009127,561,1
E01009128,433,1
E01009129,341,1
E01009130,841,1
E01009131,904,1
E01009132,1250,1
E01009133,769,1
E01009134,909,1
E01009135,14789,5
E01009136,2016,1
E01009137,1061,1
E01009138,10713,4
E01009139,11582,4
E01009140,6930,3
E01009141,1291,1
E01009143,765,1
E01009145,10049,4
E01009146,3785,2
E01009147,2695,1
E01009151,4545,2
E01009152,2203,1
E01009153,2431,1
E01009155,431,1
E01009157,944,1
E01009158,3063,1
E01009159,11740,4
E01009160,206,1
E01009161,3009,1
E01009162,8482,3
E01009163,3458,2
E01009164,7782,3
E01009165,3896,2
E01009166,8991,3
E01009167,10222,4
E01009168,12780,4
E01009169,10856,4
E01009170,20192,7
E01009171,4943,2
E01009172,2293,1
E01009173,1487,1
E01009174,2284,1
E01009175,10124,4
E01009176,9567,3
E01009177,12871,4
E01009178,6978,3
E01009179,14868,5
E01009182,1103,1
E01009183,16398,5
E01009184,8032,3
E01009185,13722,5
E01009186,11903,4
E01009187,13030,4
E01009188,12771,4
E01009189,17331,6
E01009192,2562,1
E01009194,3490,2
E01009195,2904,1
E01009197,2109,1
E01009198,1760,1
E01009199,6951,3
E01009200,1571,1
E01009201,1612,1
E01009202,1122,1
E01009203,1254,1
E01009204,1176,1
E01009205,10743,4
E01009206,16416,5
E01009207,19041,6
E01009208,17755,6
E01009209,9238,3
E01009210,3980,2
E01009211,16085,5
E01009212,3078,1
E01009213,3931,2
E01009214,1080,1
E01009215,633,1
E01009216,8246,3
E01009217,19419,6
E01009218,11548,4
E01009219,5929,2
E01009220,7911,3
E01009221,8041,3
E01009222,1831,1
E01009223,9948,4
E01009224,11547,4
E01009225,4743,2
E01009226,10750,4
E01009227,12552,4
E01009228,11213,4
E01009229,10845,4
E01009230,12081,4
E01009231,12221,4
E01009232,7207,3
E01009233,2751,1
E01009234,11432,4
E01009235,12255,4
E01009236,11857,4
E01009237,6604,3
E01009238,7771,3
E01009239,5193,2
E01009240,12447,4
E01009241,11010,4
E01009242,8742,3
E01009243,11233,4
E01009244,12794,4
E01009245,10389,4
E01009246,14166,5
E01009247,14250,5
E01009248,11346,4
E01009249,10512,4
E01009250,11242,4
E01009251,18086,6
E01009252,21908,7
E01009253,14137,5
E01009254,3677,2
E01009255,7269,3
E01009256,7662,3
E01009257,2396,1
E01009258,1415,1
E01009259,935,1
E01009260,20854,7
E01009261,15141,5
E01009262,14081,5
E01009263,5230,2
E01009264,7023,3
E01009265,4838,2
E01009266,4436,2
E01009267,14171,5
E01009268,9718,3
E01009269,3091,1
E01009270,1885,1
E01009271,3353,2
E01009272,2580,1
E01009273,3351,2
E01009274,3214,1
E01009275,2034,1
E01009276,13044,4
E01009278,17936,6
E01009279,13607,5
E01009280,12932,4
E01009281,14309,5
E01009282,5078,2
E01009283,14408,5
E01009284,13406,5
E01009286,19501,6
E01009288,11643,4
E01009289,14213,5
E01009290,19358,6
E01009291,4044,2
E01009292,18688,6
E01009293,11918,4
E01009294,6846,3
E01009295,14207,5
E01009296,7949,3
E01009297,2103,1
E01009298,1786,1
E01009299,2330,1
E01009300,1066,1
E01009301,1347,1
E01009302,6763,3
E01009303,2805,1
E01009304,2837,1
E01009305,616,1
E01009306,2000,1
E01009307,1510,1
E01009308,2822,1
E01009309,1107,1
E01009310,1235,1
E01009311,1381,1
E01009312,15417,5
E01009313,10765,4
E01009314,4615,2
E01009315,5991,2
E01009316,8259,3
E01009317,5070,2
E01009318,17103,6
E01009319,16226,5
E01009320,12173,4
E01009321,480,1
E01009322,1313,1
E01009323,1921,1
E01009324,10691,4
E01009325,2225,1
E01009326,3244,1
E01009327,2792,1
E01009328,2253,1
E01009329,2067,1
E01009331,3094,1
E01009332,894,1
E01009333,1050,1
E01009334,3096,1
E01009335,2779,1
E01009337,2704,1
E01009338,1853,1
E01009339,1800,1
E01009340,3411,2
E01009341,2123,1
E01009342,2386,1
E01009343,2304,1
E01009344,1234,1
E01009345,987,1
E01009346,3798,2
E01009347,1851,1
E01009348,4437,2
E01009349,2986,1
E01009350,2735,1
E01009351,3036,1
E01009352,1285,1
E01009353,2540,1
E01009354,1283,1
E01009355,828,1
E01009358,534,1
E01009359,1852,1
E01009360,1823,1
E01009361,1462,1
E01009362,818,1
E01009363,604,1
E01009364,441,1
E01009365,178,1
E01009366,1488,1
E01009367,389,1
E01009368,687,1
E01009371,824,1
E01009372,2255,1
E01009373,1868,1
E01009374,749,1
E01009375,1626,1
E01009376,1002,1
E01009377,678,1
E01009378,3293,2
E01009379,70,1
E01009380,1691,1
E01009382,3269,1
E01009383,3235,1
E01009384,1701,1
E01009385,5023,2
E01009389,5635,2
E01009390,3587,2
E01009391,4008,2
E01009392,5507,2
E01009393,4647,2
E01009394,11478,4
E01009395,5654,2
E01009396,1538,1
E01009397,1201,1
E01009399,719,1
E01009400,918,1
E01009401,1023,1
E01009403,3913,2
E01009404,2680,1
E01009405,3481,2
E01009406,2587,1
E01009407,5201,2
E01009408,2615,1
E01009409,3290,2
E01009410,2775,1
E01009411,8883,3
E01009412,1900,1
E01009413,2679,1
E01009414,3492,2
E01009415,29422,9
E01009416,28041,9
E01009417,21433,7
E01009418,15161,5
E01009419,16545,6
E01009420,26460,9
E01009421,31008,10
E01009422,27741,9
E01009423,10309,4
E01009424,19994,7
E01009425,23012,8
E01009426,31270,10
E01009427,20503,7
E01009428,31699,10
E01009429,31954,10
E01009430,26877,9
E01009431,30121,10
E01009432,13743,5
E01009433,29541,9
E01009434,24667,8
E01009435,27998,9
E01009436,30980,10
E01009437,25906,8
E01009438,27173,9
E01009439,22230,7
E01009440,24961,8
E01009441,6654,3
E01009442,19749,7
E01009443,18575,6
E01009444,30549,10
E01009445,2707,1
E01009446,19199,6
E01009447,15571,5
E01009448,5237,2
E01009449,11470,4
E01009450,19383,6
E01009451,14427,5
E01009452,19831,7
E01009453,21990,7
E01009454,23475,8
E01009455,6184,2
E01009456,24427,8
E01009457,29150,9
E01009458,8703,3
E01009459,23803,8
E01009460,10839,4
E01009461,29456,9
E01009462,13538,5
E01009463,26731,9
E01009464,25355,8
E01009465,24603,8
E01009466,24746,8
E01009467,18831,6
E01009468,24889,8
E01009469,24649,8
E01009470,30149,10
E01009471,19840,7
E01009472,23610,8
E01009473,15847,5
E01009474,20154,7
E01009475,1059,1
E01009476,1136,1
E01009477,1502,1
E01009478,1221,1
E01009479,1585,1
E01009480,2138,1
E01009481,3762,2
E01009482,1150,1
E01009483,1242,1
E01009484,467,1
E01009485,1672,1
E01009486,1407,1
E01009487,4079,2
E01009488,512,1
E01009489,1967,1
E01009490,1965,1
E01009491,1191,1
E01009492,1475,1
E01009493,975,1
E01009494,1123,1
E01009495,1909,1
E01009496,15744,5
E01009497,11653,4
E01009498,1015,1
E01009499,3761,2
E01009500,586,1
E01009501,2256,1
E01009502,2295,1
E01009503,2125,1
E01009504,12352,4
E01009505,3135,1
E01009506,22436,7
E01009507,2601,1
E01009508,6750,3
E01009509,4425,2
E01009510,720,1
E01009511,826,1
E01009512,2900,1
E01009513,2018,1
E01009514,432,1
E01009515,3882,2
E01009516,4230,2
E01009517,2964,1
E01009518,10244,4
E01009519,13299,5
E01009520,15727,5
E01009521,13503,5
E01009522,11101,4
E01009523,17853,6
E01009524,8491,3
E01009525,17711,6
E01009526,21338,7
E01009527,14355,5
E01009528,26047,8
E01009529,18418,6
E01009530,22569,7
E01009531,17157,6
E01009532,21614,7
E01009535,24590,8
E01009536,28235,9
E01009537,7595,3
E01009538,7630,3
E01009539,427,1
E01009540,1832,1
E01009541,3474,2
E01009542,1274,1
E01009543,29448,9
E01009544,10574,4
E01009548,17694,6
E01009549,29539,9
E01009550,22861,7
E01009552,11801,4
E01009553,9434,3
E01009554,22094,7
E01009555,25389,8
E01009556,16552,6
E01009557,27977,9
E01009558,19914,7
E01009559,24515,8
E01009560,31124,10
E01009561,14579,5
E01009562,22715,7
E01009563,32380,10
E01009564,2161,1
E01009565,6690,3
E01009566,3806,2
E01009567,2041,1
E01009568,6607,3
E01009569,2997,1
E01009570,3127,1
E01009571,1530,1
E01009572,3194,1
E01009573,3335,2
E01009574,1511,1
